,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,pages,manufacturer,cover_link,discount
616,54624820,Sức Mạnh Của Tĩnh Lặng (Tái Bản 2020),Eckhart Tolle,2.87,1.89,2588,Others,358,4.8,152,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/39/05/8e/9083a624ffc71446ad3f2d141100b86f.jpg,0.34
617,194959718,Vợ Mới Của Chồng Tôi,Greer Hendricks,9.07,6.12,181,Truyện trinh thám,8,4.8,428,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/61/57/41/28b5800446c24757031aa20b53526296.jpg,0.33
618,75829071,Ngàn Năm Áo Mũ (Tái Bản),Trần Quang Đức,13.5,8.1,1057,Others,282,5.0,400,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/fb/59/35/2e75b56e1d7cf3b36aca462ab5e68a13.jpg,0.4
619,199728871,Sách Seneca: Những Bức Thư Đạo Đức – Chủ Nghĩa Khắc Kỷ Trong Đời Sống - Tập 2,Lucius Annaeus Seneca,6.71,6.5,166,Sách nghệ thuật sống đẹp,13,5.0,556,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/fa/1f/eb/ea30e2c56f4a6168a2a9f57202a5dd7f.png,0.03
620,199747161,Bách khoa thư cho cả nhà - Thế giới côn trùng bằng tranh,Virginie Aladjidi,4.22,2.53,35,Kiến Thức Bách Khoa,1,5.0,36,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/87/5c/53/ca0eb1efcf62ac36d1c3a5ad572702e1.jpg,0.4
621,84950232,Hoa Sen Trên Tuyết (Tái Bản),Nguyên Phong,4.14,2.73,919,Sách nghệ thuật sống đẹp,162,5.0,196,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/media/catalog/producttmp/a9/83/6f/b6c2c1544e14a9742b7e3e6c7068226c.jpg,0.34
622,23943911,Hackers IELTS: READING,Viện ngôn ngữ Hackers,10.93,7.72,5328,Sách Học Tiếng Anh,971,4.8,552,Unknown,https://salt.tikicdn.com/ts/product/b7/cb/bd/0475812a867f53c96d106bac287eba1a.jpg,0.29
623,970417,Cây Chuối Non Đi Giày Xanh - Bìa Mềm,Nguyễn Nhật Ánh,4.64,3.43,23942,Truyện ngắn - Tản văn - Tạp Văn,801,4.8,304,Unknown,https://salt.tikicdn.com/ts/product/ed/77/8c/0f31ec61fed0bdfd56ac43cc743bf509.jpg,0.26
624,47273263,HERSTORY - Cuộc Đời 50 Người Phụ Nữ Gây Chấn Động Thế Giới,Katherine Halligan,9.2,4.6,211,Others,19,5.0,118,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/81/3f/77/bc8dd628fb7246a664460f5d865e099b.jpg,0.5
625,11371245,1Q84 (Tập 2) - Tái Bản,Haruki Murakami,5.4,3.24,826,Tiểu Thuyết,86,4.8,456,Unknown,https://salt.tikicdn.com/ts/product/37/44/db/11a560529add65c59a186308b01e4564.jpg,0.4
626,147058065,Phi Lý Trí - Khám Phá Những Động Lực Vô Hình Ẩn Sau Những Quyết Định Của Con Người ( Tái Bản),Dan Ariely,7.13,4.73,1012,Others,133,4.8,404,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/6b/bc/35/71a03d3ef15cd5f5530e17ba6ca0ec89.jpg,0.34
627,189326210,Nghệ thuật tư duy dựa trên dữ liệu - Để ra quyết điịnh thông minh hơn trong một thê giới không chắc chắn,Đà Hoàng,6.33,4.37,359,Others,32,5.0,336,NXB Trẻ,https://salt.tikicdn.com/ts/product/04/8f/ef/a26066add17eb41311257f9a282ebee2.jpg,0.31
628,106365090,Kinh Dịch Đạo Của Người Quân Tử - Nguyễn Hiến Lê (Tái Bản),Nguyễn Hiến Lê,8.61,5.76,908,Others,164,4.8,512,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/92/3f/e5/909e666eeb5e7341522e14aa71f8c2a9.jpg,0.33
629,195801705,Một Nửa Chiếc Va Li,Kondo Fumie,5.49,3.29,95,Truyện ngắn - Tản văn - Tạp Văn,8,4.5,316,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/27/a8/26/25d7cda0f003b6ade774dcc5d0fbc2e0.jpg,0.4
630,157255752,Sức Mạnh Của Hiện Tại (Tái Bản),Eckhart Tolle,7.09,4.68,1161,Others,153,4.8,400,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/c7/64/ac/a4327175ab7f4b21d82c3e131c996924.jpg,0.34
631,74983590,Trả Giá,Ioka Shun,7.93,3.17,261,Tiểu Thuyết,53,4.7,508,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/5f/0c/14/31828dee450c372adeabeb31849c4fee.jpg,0.6
632,56750844,Tiểu Sử Steve Jobs (Tái Bản 2020),Walter Isaacson,16.84,10.89,1347,Others,291,4.8,758,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/8d/55/83/657a633328880cc2956fb7d781cd792d.jpg,0.35
633,196851822,Những Con Quái Vật Đội Lốt Người Trong Thị Trấn,Mitzi Szereto,4.85,3.49,148,Others,25,5.0,288,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/c7/78/36/61e7a9193f48af2dd43f02b0b50a9c23.jpg,0.28
634,197657917,Việt Nam Và Hình Mẫu Trung Hoa - Nghiên Cứu So Sánh Về Chính Quyền Dân Sự Nhà Nguyễn Và Nhà Thanh Nửa Đầu Thế Kỷ Xix,Alexander Barton Woodside,11.35,6.81,149,Others,19,5.0,484,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/a1/3b/95/8f91f3918998a8bc19cbf72dc7d1e831.jpg,0.4
635,22472008,Làm Ra Làm Chơi Ra Chơi (Tặng Kèm Bookmark),Cal Newport,6.71,4.35,549,Others,65,4.7,356,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/6c/e2/32/1db6b5186211ce7c6a4430d531625fe6.jpg,0.35
636,196290947,Kỷ Luật Là Sức Mạnh,Time Cương Cương Hảo,5.02,3.62,265,Others,19,4.7,224,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/14/98/01/22a8e1029f5d12df83594d75d23a238a.png,0.28
637,17881046,Trầm lặng - Sức mạnh tiềm ẩn của người hướng nội,Susan Cain,5.06,3.65,1959,Others,346,4.8,252,Unknown,https://salt.tikicdn.com/ts/product/d7/18/2e/396453e71bc0ac06c51d2acb6339f4f8.jpg,0.28
638,32192510,"Madame Chic - Rất Thần Thái, Rất Paris",Jennifer L. Scott,4.18,2.55,8204,Others,874,4.8,256,Unknown,https://salt.tikicdn.com/ts/product/05/ad/ba/b28db645db0721403cd196f494697572.jpg,0.39
639,191571494,Black Jack - Tập 12,Osamu Tezuka,1.27,1.1,705,Others,75,5.0,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/bf/8e/99/2415bc1c375e56ba73dd9e945ab203c4.jpg,0.13
640,10405966,Tarot Nhập Môn (Tái Bản 2019),Kim Huggens,5.06,3.04,4529,Tiểu Thuyết,496,4.8,455,Unknown,https://salt.tikicdn.com/ts/product/dc/1a/07/74c7d174e28cf8793601210b9b20771e.jpg,0.4
641,115078649,Bitna Dưới Bầu Trời Seoul,J.M.G.Le Clezio,4.56,2.28,264,Tiểu Thuyết,43,5.0,232,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/6b/03/00/5912da4001a7f4133074b37aa087be24.jpg,0.5
642,5112975,Marketing giỏi phải kiếm được tiền - The end of marketing as we know it,Unknown,12.62,12.62,12151,Sách Marketing - Bán hàng ,945,4.7,408,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/9a/9b/a9/88ffafb4e57a48d46557d80fa4bac700.jpg,0.0
643,136340700,Trên Lưng Khổng Tượng - Kinh Doanh Online Trên Sàn Thương Mại Điện Tử - Khởi Nghiệp Với Bán Hàng Qua Mạng và Nhãn Hàng Riêng,Trần Thanh Phong,8.4,6.54,1568,Sách Marketing - Bán hàng ,299,5.0,236,Nhà Xuất Bản Đà Nẵng,https://salt.tikicdn.com/ts/product/9e/39/3f/6e7e4bc1ab4f9e99131e22e92538cd0b.png,0.22
644,186290800,Đón Ngọn Triều Dâng,Agatha Christie,5.49,3.84,275,Truyện trinh thám,53,4.8,320,NXB Trẻ,https://salt.tikicdn.com/ts/product/91/0c/05/d3f44a682eaa6272937f8df9a77fde06.jpg,0.3
645,186290824,Hạ đỏ (Tái Bản 2022),Nguyễn Nhật Ánh,1.6,1.04,144,Truyện ngắn - Tản văn - Tạp Văn,20,5.0,184,NXB Trẻ,https://salt.tikicdn.com/ts/product/3f/a3/36/a0c0806fbf71aff4a13462fdbea2890e.jpg,0.35
646,57110087,Siêu Cò – How To Be A Power Connector,Judy Robinett,10.51,10.51,12750,Bài học kinh doanh,2191,4.8,352,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/11/af/9f/8503a1e394a8fe636940383f229a8b51.jpg,0.0
647,55957270,Hoa Trôi Trên Sóng Nước (Tái bản 2020),Unknown,4.14,2.35,2161,Others,366,4.8,220,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/76/54/e7/56853a736eef1d3b8bf07b1c665f62e1.jpg,0.43
648,187824619,Công Dân Toàn Cầu - Công Dân Vũ Trụ,Phan Văn Trường,3.8,2.54,269,Others,29,5.0,192,NXB Trẻ,https://salt.tikicdn.com/ts/product/4f/4d/a2/7e5ae237a01f35e6ef737c8d32a408ad.jpg,0.33
649,40933969,Một Đời Quản Trị (Tái Bản),Phan Văn Trường,8.44,6.24,4593,"Sách quản trị, lãnh đạo",460,5.0,492,Unknown,https://salt.tikicdn.com/ts/product/41/3a/e6/5265be09c5471ece91081fb1bed9b73e.jpg,0.26
651,174605333,Châu Phi Nghìn Trùng (Tái Bản),ISAK DINESEN,6.96,5.49,555,Tiểu sử - Hồi ký,64,5.0,408,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/ab/59/99/28fa7031957b3042ca02596ab5d27d7c.jpg,0.21
652,3876677,Hỏa Ngục,Dan Brown,9.24,5.23,2221,Truyện trinh thám,226,4.7,688,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/34/49/0c/0151749f3201593401c289d66bfc9348.jpg,0.43
653,56445333,"Một Lần Tới Nhân Gian, Phải Sống Đời Rực Rỡ",Lương Sảng,5.02,3.07,4278,Others,616,4.8,376,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/50/23/88/a8ef306c90217b41011604b68a1a4514.jpg,0.39
654,111582631,Cái Dũng Của Thánh Nhân (Thu Giang Nguyễn Duy Cần) (Tái Bản),Thu Giang Nguyễn Duy Cần,3.8,2.65,1406,Sách giáo dục,170,5.0,168,NXB Trẻ,https://salt.tikicdn.com/ts/product/a2/a2/f2/b0ae1d27730bb020e6eb8733f458f0d3.jpg,0.3
655,14645349,Lịch Sử Chính Trị Cho Thanh Thiếu Niên,Alex Frith,4.98,2.99,1722,Kiến Thức Bách Khoa,64,5.0,127,Unknown,https://salt.tikicdn.com/ts/product/f8/cf/ee/64c50f0625b5c1cb70da12b33d2c5ff7.jpg,0.4
656,161256053,Thông Điệp Từ Vũ Trụ (Bộ Bài & Sách Hướng Dẫn),Lily Ashwell,14.77,11.18,476,Sách Chiêm Tinh - Horoscope,152,4.6,202,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/c4/75/e5/28ef3d170c90c6de5596275b5451cd3d.jpg,0.24
657,202491433,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 7 - Tặng kèm Standee Ivory,Koume Fujichika,1.6,1.6,183,Others,28,5.0,130,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/bf/c5/ce/979687ee7b8006908a7b2d9ec50e7c11.jpg,0.0
658,540040,Giáo Trình Chuẩn HSK 1 - Bài Tập (Kèm file MP3),Khương Lệ Bình,6.67,4.64,3841,Sách Học Tiếng Hoa,534,4.8,136,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/ts/product/7a/d8/d0/992aa0f601aa5386905695598ab4e299.jpg,0.3
659,194960721,Blue Period - Tập 03,Yamaguchi Tsubasa,2.03,1.62,1064,Others,187,5.0,192,NXB Trẻ,https://salt.tikicdn.com/ts/product/5c/a7/01/d1f2ec8b8d55bd9c148b5825a248b30f.jpg,0.2
660,117681065,Sống Thực Tế Giữa Đời Thực Dụng (Tái Bản),Mễ Mông,5.44,4.09,2087,Others,441,4.8,360,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/63/0e/68/ee6afa97336e0d8aa3beb3777db80c4c.jpg,0.25
661,197588263,Tô Màu Phát Triển Não Bộ Cho Bé 1-5 Tuổi Tập 5,Phạm Ngọc Điệp,0.68,0.41,42,Tô màu - Luyện chữ  ,2,5.0,20,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/80/57/8a/f6b37c49bb7690a8a2ed0d5d8ac4f9e5.jpg,0.4
662,198573178,Lịch sử thế giới qua 6 thức uống:  A history of the world in 6 glasses (The New York Times Bestseller),Tom Standage,6.24,3.48,196,Lịch Sử Thế Giới,16,5.0,372,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/b4/46/ee/c20fd85c5d15fa3e6d8cef45a15c3830.jpg,0.44
663,196932364,Đến đoạn đầu đài,Hilary Mantel,11.35,7.64,135,Tác phẩm kinh điển,8,4.5,488,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/1d/12/53/171a54add2fcb8c5da5b48017176246a.jpg,0.33
664,125930806,Tâm Sáng Dung Mạo Sáng,Thích Giác Hiếu,3.59,2.15,463,Others,61,4.7,168,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/03/67/5a/8f86d5052fd5bef23a4a177801b0eaa0.jpg,0.4
665,190238356,Kỷ Luật Bản Thân,Richard Guare,7.97,5.65,381,Others,32,4.8,396,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/09/3b/73/873b5e1f6e55c774b90062ad94e07940.png,0.29
666,174377494,Combo 10 cuốn Ehon Ươm mầm Tính cách,Unknown,11.2,8.18,486,Truyện tranh Ehon,63,4.7,24,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/a6/a5/0d/73668cdff9f440bac4b48b4d1391cab2.png,0.27
667,116835635,Tớ Học Lập Trình - Làm Quen Với Python,Louie Stowell,4.43,2.66,838,Kiến thức - Bách khoa,122,5.0,96,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/0c/94/a9/81f8c076fe63fa36fb467f0a8c6b906b.jpg,0.4
668,77982982,Trí Tuệ Xúc Cảm,Daniel Goleman,8.4,5.49,1312,Others,237,4.8,468,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/f1/4a/91/eba2055afeaeffaf48fd740739f5efe7.jpg,0.35
669,199739988,Bách Khoa Thư Cho Cả Nhà - Thế Giới Các Loài Hoa Bằng Tranh,Virginie Aladjidi,5.06,3.04,44,Kiến Thức Bách Khoa,5,5.0,60,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/9d/c3/17/45c38bab4731846510625e9e8672fc66.jpg,0.4
670,114046590,Chân Dung Của Dorian Gray,Oscar Wilde,5.32,3.19,1278,Tiểu Thuyết,300,4.8,336,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/6b/3b/3a/1f01cc05cd216f2d327e2d53d456424f.jpg,0.4
671,7440075,Lâu Đài Trên Mây,Diana Wynne Jones,4.05,2.96,1692,Tiểu Thuyết,121,4.8,328,Unknown,https://salt.tikicdn.com/ts/product/76/41/12/831a995434e56f9b5fbc1b6ed65a1c39.jpg,0.27
672,59618902,Ehon - Hướng Dẫn Sử Dụng Mẹ (Tái Bản 2020),Miku Ito,2.49,1.74,2545,Truyện tranh Ehon,291,4.8,130,Nhà Xuất Bản Lao Động,https://salt.tikicdn.com/ts/product/8d/ee/b3/ad6b8015c61c4d2a14c1b1e65f07b38a.jpg,0.3
673,197634255,Anh em phi hành gia - Tập 34,Chuya Koyama,1.9,1.65,254,Others,22,4.8,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/b0/ed/f5/40bdf8f0754411c06e4295f1e4de84eb.jpg,0.13
674,160488838,Axit Và Kiềm Trong Thực Dưỡng (Tái Bản),Herman Aihara,3.16,2.22,724,Others,81,5.0,214,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/5c/45/90/17dd600ff1ba2d4dfb2cb017766a7f32.jpg,0.3
675,205685140,"Thám Tử Lừng Danh Conan - Tập 100 - Bản Đặc Biệt, Bìa Áo - Tặng Kèm Set Postcard Gồm 5 Mẫu, Đựng Trong Phong Bao Conan 100 Và Bìa Áo Độc Quyền",Gosho Aoyama,2.11,2.11,51,Others,7,5.0,456,Nhà Xuất Bản Kim Đồng,https://salt.tikicdn.com/ts/product/83/29/7d/60d8440509ebdb1bf673fccc91d88834.jpg,0.0
676,186434701,"Khi Bạn Đang Say Giấc, Ai Đó Đã Đạt Được Ước Mơ-Tặng kèm 01 bookmark",Kim Yoojin,4.56,3.28,593,Others,111,4.8,216,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/da/16/ea/1ef276a5989d3dc3832011d673805a22.jpg,0.28
677,29290844,Kho Tàng Truyện Thần Thoại Cổ Đại Trung Quốc (Không CD),Thế Giới Hoa Ngữ,0.93,0.93,12,Sách Học Tiếng Hoa,6,5.0,208,NXB Trẻ,https://salt.tikicdn.com/ts/product/1f/62/63/b92514c1bde8bd3f4416a24f2a5922f0.jpg,0.0
678,207162617,“Đức Phật” nơi công sở (Truyện tranh),Tezuka Osamu,3.16,2.53,47,Others,2,5.0,300,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/d8/d6/c3/eefaf06835606a1c17eb68d186171766.jpg,0.2
679,167146640,Bạn Đắt Giá Bao Nhiêu? (Tái Bản 2022),Vãn Tình,5.44,3.8,1152,Others,125,4.8,320,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/de/d9/49/082172f16e35f91827ce6d2f8318ad6b.png,0.3
680,196201375,Sách - Bình Yên Trong Bão Tố,Tuệ An,9.49,8.66,168,Others,9,4.8,268,Nhà Xuất Bản Hồng Đức,https://salt.tikicdn.com/ts/product/27/6c/39/4ec8657107c2b41887f437ec4f47d886.jpg,0.09
681,170298038,Harvard Bốn Rưỡi Sáng,Xiu-ying Wei,5.86,4.73,374,Others,54,4.8,432,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/d7/cb/ea/aa532f265514c8a2be830e04eff4e3b2.jpg,0.19
682,100931418,Giao Tiếp Bất Kỳ Ai - 101 Cách Nâng Cao Khả Năng Giao Tiếp (Tái Bản),Jo Condrill,2.32,1.62,1097,Others,167,4.8,130,Nhà Xuất Bản Công Thương,https://salt.tikicdn.com/ts/product/71/a1/fb/f7f3956a0915c4a60c43ab5cfb22d274.jpg,0.3
683,50322156,Thấu Hiểu Tiếp Thị Từ A Đến Z - 80 Khái Niệm Nhà Quản Lý Cần Biết (Tái Bản 2020),Philip Kotler,4.85,3.35,7777,Bài học kinh doanh,874,4.8,456,NXB Trẻ,https://salt.tikicdn.com/ts/product/c0/ec/69/bcb8a5e2982f0d2ba4b726dd6585ecf1.jpg,0.31
684,98187425,Thung Lũng Cầu Vồng,Lucy Maud Montgomery,5.82,5.07,69,Tiểu Thuyết,21,4.8,412,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/14/68/8e/631c9ae0c181c58c3c01a4d02e1fc570.jpg,0.13
685,70016690,Thế Giới Rộng Lớn Lòng Người Chật Hẹp (Tặng Kèm 1 Bookmark ),Dưa Hấu Hạt Tím,3.88,2.49,6492,Truyện ngắn - Tản văn - Tạp Văn,1633,4.8,208,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/e6/34/c9/812c261f6eb0260903f442ecc9ba3a24.jpg,0.36
686,10405962,Biệt Thự Chuột Nhắt - Buổi Biểu Diễn Nhớ Đời,Karina Schaapman,3.76,3.0,13,Truyện kể cho bé,0,0.0,71,Unknown,https://salt.tikicdn.com/ts/product/1e/39/c1/cadc8e1b536c3271f047fbd8e3f5f89a.jpg,0.2
687,202710687,Đêm Trước Bình Minh,Lư Tư Hạo,5.74,4.39,214,Truyện đam mỹ,43,5.0,312,Nhà Xuất Bản Phụ Nữ Việt Nam,https://salt.tikicdn.com/ts/product/aa/e9/59/025fbffb1110797c86a429ce0d2dd486.jpg,0.24
688,164336681,Việt Nam Danh Tác - Bỉ Vỏ,Nguyên Hồng,3.8,2.83,213,Truyện ngắn - Tản văn - Tạp Văn,45,5.0,312,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/media/catalog/producttmp/2f/5d/ab/0f7cbca988d87c810042a42dea299741.jpg,0.26
689,27611050,Hackers Ielts: Speaking,Viện ngôn ngữ Hackers,8.4,5.29,5649,Sách Học Tiếng Anh,901,4.8,372,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/1b/58/65/16e873c283c090b3cb3e28ab3e660648.jpg,0.37
690,44183113,Hạnh Phúc Tại Tâm (Tái Bản),Osho,4.14,2.73,1590,Sách nghệ thuật sống đẹp,194,5.0,252,Unknown,https://salt.tikicdn.com/media/catalog/producttmp/6b/ec/3a/e4d32de5789e6b1da3f950e848e1821e.jpg,0.34
691,129937246,Hành Trình Về Phương Đông (Bìa Cứng)(Tái Bản),Baird T. Spalding,5.82,3.84,250,Others,35,5.0,206,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/media/catalog/producttmp/5e/f2/42/be8ccd6c1917a41224e4941278b7da38.jpg,0.34
692,29591064,Hackers IELTS : Listening,Viện ngôn ngữ Hackers,7.55,5.51,5664,Sách Học Tiếng Anh,940,4.8,300,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/c4/cb/52/0a4395585acec83ed712d8cc690bf711.jpg,0.27
693,193206168,Quán Cơm Tỳ Hưu Chỉ Có Vào Không Có Ra (Combo 2 cuốn),Hải Kinh Lạc,13.46,9.02,175,Truyện đam mỹ,50,5.0,1040,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/59/04/58/885ba4f80c4aa3947fb5360f95dd70ea.jpg,0.33
694,198571360,Tokyo Revengers - Tập 5,Ken Wakui,4.85,4.12,1509,Others,269,4.8,386,Nhà Xuất Bản Hà Nội,https://salt.tikicdn.com/ts/product/31/47/85/d1cf8a31bc2735bdd022f96b84a12401.jpg,0.15
695,555504,Đắc Nhân Tâm (Bìa Cứng) - Tái Bản,Dale Carnegie,4.56,4.1,3,Others,1,5.0,456,Nhà Xuất Bản Tổng hợp TP.HCM,https://salt.tikicdn.com/media/catalog/producttmp/87/ac/69/2dc271bbb10ba65659682d524346486d.jpg,0.1
696,71094783,Linh Hồn Của Tiền - The Soul Of Money,Lynne Twist,10.51,10.51,2060,Bài học kinh doanh,376,4.8,384,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/a6/19/64/cecae564c058fda9b8d3b8e9c23ae414.jpg,0.0
697,111945017,Combo Muôn kiếp nhân sinh 1 (53160) (khổ nhỏ) + Muôn kiếp nhân sinh 2 (54570) (khổ nhỏ),Nguyên Phong,10.38,9.34,2802,Others,0,0.0,456,Nhiều Nhà Xuất Bản,https://salt.tikicdn.com/ts/product/c8/6b/0d/06782685aa0cf478ddbfe8d3a40dd943.jpg,0.1
698,4080373,90% Trẻ Thông Minh Nhờ Cách Trò Chuyện Đúng Đắn Của Cha Mẹ,Urako Kanamori,1.65,1.4,24852,Sách Làm Cha Mẹ,864,4.7,176,Unknown,https://salt.tikicdn.com/ts/product/8c/da/cf/a05e93cfaf55e7917ef565717d581770.jpg,0.15
699,115873770,Sách: Thay Đổi Một Suy Nghĩ Thay Đổi cả Cuộc Đời,Unknown,6.75,5.4,746,Others,111,4.8,400,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/48/d9/6f/3ea5bc5596cb413701514c9db5550a0d.jpg,0.2
700,100347899,Chúa Tể Những Chiếc Nhẫn - Nhà Vua Trở Về (Tái Bản),J. R. R. Tolkien,7.09,5.7,353,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,103,4.7,516,Nhà Xuất Bản Văn Học,https://salt.tikicdn.com/ts/product/2b/56/78/ec8584ff256a8ec657668d7b3350949e.jpg,0.2
701,75540324,Đất Mồ Côi (Tiểu Thuyết),Cổ Viên,6.33,3.16,1482,Tiểu Thuyết,255,4.7,408,Nhà Xuất Bản Hội Nhà Văn,https://salt.tikicdn.com/ts/product/0f/5d/2f/9dd4b105fea3c45c6583cc8f93cfb479.jpg,0.5
702,50751279,Vui Vẻ Không Quạu Nha - Tản Văn,Ở Đây Zui Nè,2.91,1.9,32331,Truyện ngắn - Tản văn - Tạp Văn,5255,4.7,280,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/b2/56/d3/17262447faaef713be60d6b25ec0551d.jpg,0.35
703,54003813,Siêu Nhí Hỏi Nhà Khoa Học Trả Lời - 100 Bí Ẩn Mọi Đứa Trẻ Đều Muốn Hỏi Một Nhà Khoa Học,Robert Winston,10.55,7.43,7525,Kiến thức - Bách khoa,1301,4.8,128,Nhà Xuất Bản Dân Trí,https://salt.tikicdn.com/ts/product/64/74/00/0440c2c596fe47add68be6a62ee36433.jpg,0.3
704,71898415,Cơ Thể Ta Đã Hai Triệu Năm - Giải Mã Các Căn Bệnh Thời Hiện Đại,Yongchul Kwon,3.33,2.33,2031,Others,324,4.8,204,Nhà Xuất Bản Thế Giới,https://salt.tikicdn.com/ts/product/18/4b/0d/a58be739890f5d5db528dda4e6333a7f.jpg,0.3
705,1080002,Boxset Harry Potter - Tiếng Việt (Trọn Bộ 7 Tập),J. K. Rowling,65.4,50.63,9562,Truyện Giả tưởng - Huyền Bí - Phiêu Lưu,1438,4.7,456,Unknown,https://salt.tikicdn.com/ts/product/49/aa/ba/3e1e745f49484dad73b114e4d561dce0.jpg,0.23
706,200780111,Tiếng vọng đèo Khau Chỉa,Nguyễn Thái Long,7.55,4.53,43,Tiểu sử - Hồi ký,2,5.0,370,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/f1/6c/f1/350c24558cccb76dde1abcfd92b45004.jpg,0.4
707,197587864,Những chuyện tình thế kỷ mới,Tàn Tuyết,8.78,5.27,139,Tiểu Thuyết,15,5.0,536,Nhà Xuất Bản Phụ Nữ,https://salt.tikicdn.com/ts/product/65/b9/29/4d5f33dea779876dd400eb781f85e39f.jpg,0.4
708,75615273,Combo 3 Cuốn Sách Ehon: Buồn Ngủ Ơi Là Buồn Ngủ (Dành Cho Trẻ Từ 0 - 4 Tuổi),Fuku Mitsu,4.94,3.3,2706,Truyện tranh Ehon,466,5.0,84,Nhà Xuất Bản Lao Động Xã Hội,https://salt.tikicdn.com/ts/product/a5/18/65/a99cb6dcced08c51f64c7a16ebe5cae8.png,0.33
709,145977548,Kiếp Người - Vĩnh Cửu Và Vô Thường ,Vũ Hoàng Long,3.33,2.19,2427,Truyện ngắn - Tản văn - Tạp Văn,351,4.7,144,Nhà Xuất Bản Thanh Niên,https://salt.tikicdn.com/ts/product/43/30/80/d282b1dac641ce0e1ee3391a81e634f8.jpg,0.34
